nick,sig,date,text,forward,comment,like,topic
海淀新闻,微博官方认证,2022-01-13,#疫情防控海淀在行动#【新增大连、中山、信阳、瑞丽多地！北京疾控提醒这些人员立即报备——】目前，国外疫情高发，国内天津、河南、深圳等多地报告本土病例，全市疫情防控面临境外境内双重风险。春节将至，人员流动更加频繁，北京冬奥会和冬残奥会举办在即，疫情防控一刻也不能放松，要继续坚持“外​,0,0,3,173
陕西天华捷豹路虎,未认证,2022-01-13,陕西天华服务直播解决日常用车问题疫情期间车辆防护直播时间19:00不见不散️服务热线：029-89298500​,0,0,0,-1
陕西日报,微博官方认证,2022-01-13,【最新！#西安市1个高风险14个中风险地区调整为低风险地区##西安目前有中高风险区25个#】截至2022年1月13日18时，莲湖区桃园路街道西安航空学院（沣惠校区）、莲湖区北关街道、莲湖区红庙坡街道、莲湖区土门街道、莲湖区枣园街道、莲湖区桃园路街道（不含西安航空学院）、新城区韩森寨街道、新城区太​,3,9,10,3
沐淳雪1616,微博个人认证,2022-01-13,【上交所：免收注册地在陕西省等地上市公司2022年相关费用】上交所：为支持陕西、河南、天津地区应对新冠疫情，发挥资本市场支持实体经济加快恢复发展功能，经研究决定，上海证券交易所减免下列项目收费：一、免收注册地在陕西省、河南省、天津市的上市公司2022年上市初费和上市年费。二、本所指导下属​,0,2,10,136
普陀山旅游咨询Mr顾,未认证,2022-01-13,普陀山旅游2022.1.13普陀山疫情防控温馨提醒：1.核验2天（48小时）内核酸检测阴性证明+14天日常健康监测：陕西省西安市、延安市、咸阳市；河南省周口市、洛阳市、许昌市、郑州市、商丘市、信阳市、安阳市；浙江省宁波市北仑区、金华市永康市；广东省深圳市；上海市浦东新区；天津市。实行“​,0,0,0,-1
岷县发布,微博官方认证,2022-01-13,【#本土确诊+124！#】12日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增新冠肺炎本土确诊病例124例（河南76例，其中安阳市43例、许昌市28例、郑州市3例、信阳市1例、滑县1例；天津41例，其中津南区40例、河西区1例；陕西6例，均在西安市；广东1例，在深圳市），新增本土无症状感染​,0,0,1,4
国网陕西电力,微博官方认证,2022-01-13,#万家灯火掌灯人##关爱职工#【淳化公司：工会慰问暖人心情系职工鼓干劲】近一月来，因陕西西安疫情形势复杂严峻，各地市及郊县相继封闭管控，造成公司外市县区职工28人滞留单位近一月，无法正常返家。为体现公司工会关爱，同时转达上级工会组织的关怀，1月13日，国网淳化县供电公司工会为滞留员工送​,53,11,9,-1
东北史海钩沉,未认证,2022-01-13,陕西省作家协会副主席、西安市作家协会主席吴克敬，因为发文批评疫情期间哭诉索求卫生巾的女子是矫情、小姐做派，被全网痛批是文人的耻辱，而且还有网友扒出了吴克敬的老底，发现吴克敬还是一个抄袭、撒谎成性的人。『西安疫情，又炸出一个无耻文人』O西安疫情，又炸出一个无耻文人​,0,0,18,30
我在西安上学,微博个人认证,2022-01-13,#西安疫情#【井然有序！#延时拍摄大学生做核酸队伍如贪吃蛇#网友：强迫症都治好了】近日，陕西西安。一高校内，有网友延时记录下学生们做核酸的情景，从高处俯视，核酸队伍像极了贪吃蛇。网友调侃称：强迫症都治好了。#我在西安上学#@白鹿视频L白鹿视频的微博视频​,0,0,2,-1
陕西考生网,未认证,2022-01-13,发布了头条文章：《面对疫情，西安铁道技师学院后勤有保障陕西考生网赞》面对本次西安疫情的严峻形势，西安铁道技师学院高度重视，迅速行动，全面落实学院疫情防控工作安排部署O面对疫情，西安铁道技师学院后勤有保障陕西考生网赞​,0,0,1,192
各界导报社官微,微博官方认证,2022-01-13,【携手战疫｜商洛市政协：全力守护人民群众生命安全】2021年12月29日，在接到商洛市委组织部《关于疫情防控期间向商州城区居民小区选派第一书记和工作队员的通知》，组织干部下沉一线支持疫情防控工作的安排后，商洛市政协随即召开机关干部下沉商州区参加社区疫情防控工作动员会，当天接到任务、当天部​,0,0,0,224
各界新闻网官微,微博官方认证,2022-01-13,【携手战疫｜商洛市政协：全力守护人民群众生命安全】2021年12月29日，在接到商洛市委组织部《关于疫情防控期间向商州城区居民小区选派第一书记和工作队员的通知》，组织干部下沉一线支持疫情防控工作的安排后，商洛市政协随即召开机关干部下沉商州区参加社区疫情防控工作动员会，当天接到任务、当天部​,0,0,1,224
陕西网,微博官方认证,2022-01-13,#西安又调整一批中高风险区为低风险区#【最新！西安市1个高风险14个中风险地区调整为低风险地区】截至2022年1月13日18时，莲湖区桃园路街道西安航空学院（沣惠校区）、莲湖区北关街道、莲湖区红庙坡街道、莲湖区土门街道、莲湖区枣园街道、莲湖区桃园路街道（不含西安航空学院）、新城区韩森寨​,0,0,2,-1
天下潮商,未认证,2022-01-13,【东鹏饮料为咸阳东莞捐赠物资，共同筑牢疫情防线】近来，陕西出现较大疫情，交警、医护等工作人员日夜执勤、坚守岗位，为防疫工作作出巨大贡献。为此，东鹏饮料联动当地经销商为咸阳提供5000余瓶东鹏特饮，为抗疫工作者补充体能、缓解疲劳。O网页链接​,0,0,0,-1
各界导报社官微,微博官方认证,2022-01-13,【携手战疫｜韩玲委员：汇聚点滴“微光”抗疫责无旁贷】“韩总，最后一批物资已送达，请放心！”“好，我这里也刚送完，今天大家辛苦了！”……1月8日凌晨2点半，省政协委员、陕西雅兰纺织集团有限公司董事长韩玲在收到公司员工汇报的送货信息后，透过车窗，看着空荡荡的街道和在街头坚守的公安​,0,0,0,-1
各界导报社官微,微博官方认证,2022-01-13,【陕西省网络举报中心盘点2022年来12起公安部门查处的造谣传谣案件】在疫情防控关键时期，造谣传谣严重扰乱社会秩序。陕西省网络举报中心盘点了2022年开年来发生的10起涉陕疫情网络谣言事件，这些谣言“拼凑嫁接”“移花接木”甚至“无中生有”，其中大多数都引发了网络围观，传播范围广，社会危害大。​,0,0,0,186
各界新闻网官微,微博官方认证,2022-01-13,【陕西省网络举报中心盘点2022年来12起公安部门查处的造谣传谣案件】在疫情防控关键时期，造谣传谣严重扰乱社会秩序。陕西省网络举报中心盘点了2022年开年来发生的10起涉陕疫情网络谣言事件，这些谣言“拼凑嫁接”“移花接木”甚至“无中生有”，其中大多数都引发了网络围观，传播范围广，社会危害大。​,0,0,0,186
咋样乌龟,未认证,2022-01-13,希望疫情早点结束陕西早点好起来好朋友们都能回家过年🧨希望我们能顺顺利利见面,0,0,0,61
半岛网,微博官方认证,2022-01-13,#西安卫健委发布处理通告#【#西安2医院延误治疗被停业#】据陕西西安卫健委消息，本轮疫情发生后，西安高新医院、西安国际医学中心医院延误急危患者抢救和诊治，引发社会舆论广泛关注，社会影响恶劣。经研究，对西安高新医院、西安国际医学中心医院作出停业整顿3个月、给予警告、相关人员停职免职等处理​,0,0,0,158
一市财经,微博官方认证,2022-01-13,【上交所：免收注册地在陕西省等地上市公司2022年相关费用】1月13日，为支持陕西、河南、天津地区应对新冠疫情，发挥资本市场支持实体经济加快恢复发展功能，经研究决定，上海证券交易所减免下列项目收费：一、免收注册地在陕西省、河南省、天津市的上市公司2022年上市初费和上市年费。二、本所指导下​,0,0,1,136
三十天打渔不晒网,未认证,2022-01-13,又无语到了明明9号还买了牛舌饼今天商家不卖了说陕西发不了可恶我的快递明明都收发正常这一切都怪b疫情,0,1,0,-1
陕西网,微博官方认证,2022-01-13,#陕西疫情快讯#【西安高陵区：超市、药店等生活必需品经营单位基本正常营业】陕西网讯（记者李惠茹）1月13日下午，西安市召开第55场新冠肺炎疫情防控工作新闻发布会。发布会上，西安市高陵区政府副区长王小玲通报高陵区常态化疫情防控工作相关情况，并介绍有序推进复工复产具体举措。☞倡导高陵籍​,0,0,0,19
文化艺术报报社,微博官方认证,2022-01-13,【西安阎良区大型超市、邮政网点全部营业】#我在西安抗击疫情#1月13日，西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。本轮疫情以来，阎良区疫情形势总体平稳，针对这种实际情况，阎良区已于1月12日发布通告，有序恢复全区（不含航空基地）生产生活、有序做好市场主体复工复产。目前，全区水​,0,0,0,-1
文化艺术报报社,微博官方认证,2022-01-13,【西安市未央区保障群众就医购药需求】1月13日，西安市第55场新冠肺炎疫情防控工作新闻发布会召开，记者从发布会上了解到，未央区目前辖区9家二级以上医院门诊、13家社区卫生服务中心全面接诊，日接诊量达到1.2万人次。同时，向社会公布了2批共212家保供零售药店名单，已配送药品3261单。对摸底登记的2​,0,0,0,-1
财经评论,微博官方认证,2022-01-13,【上交所：#免收注册地在陕豫津三地上市公司今年相关费用#】1月13日，上交所发布通知称，为支持陕西、河南、天津地区应对新冠疫情，发挥资本市场支持实体经济加快恢复发展功能，经研究决定，减免下列项目收费：一、免收注册地在陕西省、河南省、天津市的上市公司2022年上市初费和上市年费。二、上​,1,0,1,136
文化艺术报报社,微博官方认证,2022-01-13,【西安高陵区生活必需品经营单位基本正常营业】1月13日，西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。根据疫情防控形势变化，1月10日、12日高陵区发布了两则《通告》，调整了相关管控措施，推进做好常态化疫情防控工作，截至今天上午，全区749家工业企业，已复工复产390家、到岗人数1.4万人​,0,0,0,19
文化艺术报报社,微博官方认证,2022-01-13,【西安高陵区强化风险人员排查管控】根据疫情防控形势变化，1月10日、12日西安市高陵区发布两则《通告》，调整相关管控措施，推进做好常态化疫情防控工作。在风险人员排查管控方面，严格区县边界卡口查控，除应急救援、就医看病、物资保供等确需通行车辆外，其他车辆不得进入高陵。同时，强化小区、村​,0,0,0,19
